"Chr"	"start_max"	"end_max"	"Id"	"score"	"strand"	"condition"	"Cluster_Shape"
"242...1794"	4	422000	422130	"CNAG_05095b"	0	"+"	"STAT 30"	"Broad"
"183...1795"	4	422006	422136	"CNAG_05095bc"	0	"+"	"EXPO 37"	"Broad"
"196...1796"	4	422006	422136	"CNAG_05095bcd"	0	"+"	"STAT 37"	"Broad"
"501...1797"	4	449748	449878	"CNAG_05107"	0	"-"	"STAT 37"	"Broad"
"184...1798"	4	449841	449971	"CNAG_05109"	0	"+"	"EXPO 37"	"Broad"
"594...1799"	4	455619	455749	"CNAG_05110"	0	"-"	"STAT 30"	"Broad"
"464...1800"	4	455619	455749	"CNAG_05110b"	0	"-"	"EXPO 37"	"Broad"
"502...1801"	4	508625	508755	"CNAG_05132"	0	"-"	"STAT 37"	"NA"
"613...1802"	4	552197	552327	"CNAG_05146"	0	"-"	"EXPO 30"	"Broad"
"595...1803"	4	552197	552327	"CNAG_05146b"	0	"-"	"STAT 30"	"Broad"
"503...1804"	4	552197	552327	"CNAG_05146bc"	0	"-"	"STAT 37"	"Broad"
"251...1805"	4	555903	556033	"CNAG_05148"	0	"+"	"EXPO 30"	"NA"
"243...1806"	4	555903	556033	"CNAG_05148b"	0	"+"	"STAT 30"	"Sharp"
"185...1807"	4	555903	556033	"CNAG_05148bc"	0	"+"	"EXPO 37"	"NA"
"244...1808"	4	565239	565369	"CNAG_05152"	0	"+"	"STAT 30"	"NA"
"197...1809"	4	565239	565369	"CNAG_05152b"	0	"+"	"STAT 37"	"NA"
"614...1810"	4	582944	583074	"CNAG_05156"	0	"-"	"EXPO 30"	"NA"
"596...1811"	4	582944	583074	"CNAG_05156b"	0	"-"	"STAT 30"	"NA"
"465...1812"	4	582944	583074	"CNAG_05156bc"	0	"-"	"EXPO 37"	"Sharp"
"504...1813"	4	582944	583074	"CNAG_05156bcd"	0	"-"	"STAT 37"	"NA"
"615...1814"	4	599319	599449	"CNAG_05164"	0	"-"	"EXPO 30"	"NA"
"597...1815"	4	599319	599449	"CNAG_05164b"	0	"-"	"STAT 30"	"NA"
"466...1816"	4	599319	599449	"CNAG_05164bc"	0	"-"	"EXPO 37"	"NA"
"505...1817"	4	599319	599449	"CNAG_05164bcd"	0	"-"	"STAT 37"	"NA"
"252...1818"	4	608557	608687	"CNAG_05167"	0	"+"	"EXPO 30"	"Sharp"
"245...1819"	4	608557	608687	"CNAG_05167b"	0	"+"	"STAT 30"	"Sharp"
"186...1820"	4	608557	608687	"CNAG_05167bc"	0	"+"	"EXPO 37"	"Sharp"
"198...1821"	4	608557	608687	"CNAG_05167bcd"	0	"+"	"STAT 37"	"Sharp"
"616...1822"	4	621211	621341	"CNAG_05171"	0	"-"	"EXPO 30"	"Broad"
"598...1823"	4	621211	621341	"CNAG_05171b"	0	"-"	"STAT 30"	"Broad"
"467...1824"	4	621211	621341	"CNAG_05171bc"	0	"-"	"EXPO 37"	"Broad"
"253...1825"	4	684094	684224	"CNAG_05193"	0	"+"	"EXPO 30"	"Sharp"
"246...1826"	4	684094	684224	"CNAG_05193b"	0	"+"	"STAT 30"	"Sharp"
"254...1827"	4	692662	692792	"CNAG_05196"	0	"+"	"EXPO 30"	"Broad"
"247...1828"	4	692662	692792	"CNAG_05196b"	0	"+"	"STAT 30"	"Broad"
"187...1829"	4	692680	692810	"CNAG_05196bc"	0	"+"	"EXPO 37"	"Broad"
"199...1830"	4	692662	692792	"CNAG_05196bcd"	0	"+"	"STAT 37"	"Broad"
"617...1831"	4	694451	694581	"CNAG_05197"	0	"-"	"EXPO 30"	"Broad"
"599...1832"	4	694451	694581	"CNAG_05197b"	0	"-"	"STAT 30"	"Broad"
"468...1833"	4	694451	694581	"CNAG_05197bc"	0	"-"	"EXPO 37"	"Broad"
"255...1834"	4	778265	778395	"CNAG_05225"	0	"+"	"EXPO 30"	"Broad"
"248...1835"	4	778265	778395	"CNAG_05225b"	0	"+"	"STAT 30"	"Broad"
"188...1836"	4	778265	778395	"CNAG_05225bc"	0	"+"	"EXPO 37"	"Broad"
"200...1837"	4	778265	778395	"CNAG_05225bcd"	0	"+"	"STAT 37"	"Broad"
"256...1838"	4	779683	779813	"CNAG_05226"	0	"+"	"EXPO 30"	"Sharp"
"249...1839"	4	779683	779813	"CNAG_05226b"	0	"+"	"STAT 30"	"NA"
"618...1840"	4	787180	787310	"CNAG_05229"	0	"-"	"EXPO 30"	"Sharp"
"257...1841"	4	791288	791418	"CNAG_05231"	0	"+"	"EXPO 30"	"Broad"
"258...1842"	4	795374	795504	"CNAG_05232"	0	"+"	"EXPO 30"	"NA"
"506...1843"	4	804651	804781	"CNAG_05235"	0	"-"	"STAT 37"	"Broad"
"259...1844"	4	804865	804995	"CNAG_05236"	0	"+"	"EXPO 30"	"Broad"
"250...1845"	4	804865	804995	"CNAG_05236b"	0	"+"	"STAT 30"	"Broad"
"189...1846"	4	804865	804995	"CNAG_05236bc"	0	"+"	"EXPO 37"	"Broad"
"600...1847"	4	848347	848477	"CNAG_05251"	0	"-"	"STAT 30"	"Sharp"
"469...1848"	4	848347	848477	"CNAG_05251b"	0	"-"	"EXPO 37"	"NA"
"507...1849"	4	848347	848477	"CNAG_05251bc"	0	"-"	"STAT 37"	"Sharp"
"260...1850"	4	850613	850743	"CNAG_05253"	0	"+"	"EXPO 30"	"NA"
"251...1851"	4	850613	850743	"CNAG_05253b"	0	"+"	"STAT 30"	"Broad"
"201...1852"	4	850613	850743	"CNAG_05253bc"	0	"+"	"STAT 37"	"Sharp"
"252...1853"	4	862811	862941	"CNAG_05258"	0	"+"	"STAT 30"	"Sharp"
"190...1854"	4	862811	862941	"CNAG_05258b"	0	"+"	"EXPO 37"	"Sharp"
"202...1855"	4	862811	862941	"CNAG_05258bc"	0	"+"	"STAT 37"	"Sharp"
"261...1856"	4	875125	875255	"CNAG_05262"	0	"+"	"EXPO 30"	"Broad"
"253...1857"	4	875125	875255	"CNAG_05262b"	0	"+"	"STAT 30"	"Broad"
"191...1858"	4	875125	875255	"CNAG_05262bc"	0	"+"	"EXPO 37"	"Broad"
"262...1859"	4	887937	888067	"CNAG_05267"	0	"+"	"EXPO 30"	"Broad"
"254...1860"	4	887937	888067	"CNAG_05267b"	0	"+"	"STAT 30"	"Broad"
"192...1861"	4	887937	888067	"CNAG_05267bc"	0	"+"	"EXPO 37"	"Broad"
"203...1862"	4	887937	888067	"CNAG_05267bcd"	0	"+"	"STAT 37"	"Broad"
"619...1863"	4	900252	900382	"CNAG_05273"	0	"-"	"EXPO 30"	"Broad"
"601...1864"	4	900252	900382	"CNAG_05273b"	0	"-"	"STAT 30"	"Broad"
"508...1865"	4	900252	900382	"CNAG_05273bc"	0	"-"	"STAT 37"	"Broad"
"620...1866"	4	930023	930153	"CNAG_05282"	0	"-"	"EXPO 30"	"Broad"
"602...1867"	4	930030	930160	"CNAG_05282b"	0	"-"	"STAT 30"	"Broad"
"509...1868"	4	930023	930153	"CNAG_05282bc"	0	"-"	"STAT 37"	"Broad"
"255...1869"	4	937560	937690	"CNAG_05287"	0	"+"	"STAT 30"	"Broad"
"470...1870"	4	1013093	1013223	"CNAG_05309"	0	"-"	"EXPO 37"	"NA"
"621...1871"	4	1018299	1018429	"CNAG_05311"	0	"-"	"EXPO 30"	"NA"
"603...1872"	4	1018299	1018429	"CNAG_05311b"	0	"-"	"STAT 30"	"NA"
"471...1873"	4	1018299	1018429	"CNAG_05311bc"	0	"-"	"EXPO 37"	"NA"
"510...1874"	4	1018299	1018429	"CNAG_05311bcd"	0	"-"	"STAT 37"	"NA"
"604...1875"	14	64476	64606	"CNAG_05350"	0	"-"	"STAT 30"	"NA"
"472...1876"	14	64476	64606	"CNAG_05350b"	0	"-"	"EXPO 37"	"NA"
"511...1877"	14	64476	64606	"CNAG_05350bc"	0	"-"	"STAT 37"	"NA"
"263...1878"	14	73867	73997	"CNAG_05354"	0	"+"	"EXPO 30"	"Broad"
"256...1879"	14	73867	73997	"CNAG_05354b"	0	"+"	"STAT 30"	"Broad"
"204...1880"	14	73867	73997	"CNAG_05354bc"	0	"+"	"STAT 37"	"Broad"
"622...1881"	14	97635	97765	"CNAG_05363"	0	"-"	"EXPO 30"	"NA"
"605...1882"	14	97635	97765	"CNAG_05363b"	0	"-"	"STAT 30"	"NA"
"473...1883"	14	97635	97765	"CNAG_05363bc"	0	"-"	"EXPO 37"	"Broad"
"512...1884"	14	97635	97765	"CNAG_05363bcd"	0	"-"	"STAT 37"	"NA"
"623...1885"	14	174972	175102	"CNAG_05387"	0	"-"	"EXPO 30"	"Sharp"
"606...1886"	14	174972	175102	"CNAG_05387b"	0	"-"	"STAT 30"	"Sharp"
"474...1887"	14	174972	175102	"CNAG_05387bc"	0	"-"	"EXPO 37"	"Sharp"
"513...1888"	14	174972	175102	"CNAG_05387bcd"	0	"-"	"STAT 37"	"NA"
"624...1889"	14	186484	186614	"CNAG_05391"	0	"-"	"EXPO 30"	"Broad"
"607...1890"	14	233329	233459	"CNAG_05408"	0	"-"	"STAT 30"	"NA"
"625...1891"	14	238115	238245	"CNAG_05410"	0	"-"	"EXPO 30"	"NA"
"626...1892"	14	252917	253047	"CNAG_05416"	0	"-"	"EXPO 30"	"Broad"
"608...1893"	14	252939	253069	"CNAG_05416b"	0	"-"	"STAT 30"	"Broad"
"475...1894"	14	252917	253047	"CNAG_05416bc"	0	"-"	"EXPO 37"	"Broad"
"514...1895"	14	252917	253047	"CNAG_05416bcd"	0	"-"	"STAT 37"	"Broad"
"257...1896"	14	258071	258201	"CNAG_05419"	0	"+"	"STAT 30"	"Broad"
"264...1897"	14	276093	276223	"CNAG_05424"	0	"+"	"EXPO 30"	"Broad"
"193...1898"	14	276094	276224	"CNAG_05424b"	0	"+"	"EXPO 37"	"Broad"
"265...1899"	14	309625	309755	"CNAG_05437"	0	"+"	"EXPO 30"	"NA"
"258...1900"	14	309625	309755	"CNAG_05437b"	0	"+"	"STAT 30"	"Broad"
"194...1901"	14	309625	309755	"CNAG_05437bc"	0	"+"	"EXPO 37"	"Broad"
"205...1902"	14	309625	309755	"CNAG_05437bcd"	0	"+"	"STAT 37"	"Broad"
"266...1903"	14	341169	341299	"CNAG_05449"	0	"+"	"EXPO 30"	"Sharp"
"259...1904"	14	341169	341299	"CNAG_05449b"	0	"+"	"STAT 30"	"NA"
"195...1905"	14	341169	341299	"CNAG_05449bc"	0	"+"	"EXPO 37"	"Broad"
"206...1906"	14	341177	341307	"CNAG_05449bcd"	0	"+"	"STAT 37"	"Broad"
"627...1907"	14	355960	356090	"CNAG_05455"	0	"-"	"EXPO 30"	"Broad"
"609...1908"	14	355960	356090	"CNAG_05455b"	0	"-"	"STAT 30"	"Broad"
"476...1909"	14	355960	356090	"CNAG_05455bc"	0	"-"	"EXPO 37"	"Broad"
"515...1910"	14	355960	356090	"CNAG_05455bcd"	0	"-"	"STAT 37"	"Broad"
"260...1911"	14	357878	358008	"CNAG_05457"	0	"+"	"STAT 30"	"NA"
"196...1912"	14	357878	358008	"CNAG_05457b"	0	"+"	"EXPO 37"	"NA"
"207...1913"	14	357878	358008	"CNAG_05457bc"	0	"+"	"STAT 37"	"NA"
"610...1914"	14	365339	365469	"CNAG_05458"	0	"-"	"STAT 30"	"Broad"
"477...1915"	14	365339	365469	"CNAG_05458b"	0	"-"	"EXPO 37"	"Broad"
"516...1916"	14	365339	365469	"CNAG_05458bc"	0	"-"	"STAT 37"	"Broad"
"261...1917"	14	378175	378305	"CNAG_05464"	0	"+"	"STAT 30"	"Broad"
"628...1918"	14	380468	380598	"CNAG_05465"	0	"-"	"EXPO 30"	"Broad"
"478...1919"	14	380468	380598	"CNAG_05465b"	0	"-"	"EXPO 37"	"Broad"
"267...1920"	14	412869	412999	"CNAG_05475"	0	"+"	"EXPO 30"	"Broad"
"629...1921"	14	427439	427569	"CNAG_05480"	0	"-"	"EXPO 30"	"Broad"
"479...1922"	14	427439	427569	"CNAG_05480b"	0	"-"	"EXPO 37"	"Broad"
"517...1923"	14	427425	427555	"CNAG_05480bc"	0	"-"	"STAT 37"	"Broad"
"268...1924"	14	483507	483637	"CNAG_05498"	0	"+"	"EXPO 30"	"Broad"
"262...1925"	14	483510	483640	"CNAG_05498b"	0	"+"	"STAT 30"	"Broad"
"518...1926"	14	497159	497289	"CNAG_05504"	0	"-"	"STAT 37"	"Broad"
"269...1927"	14	502586	502716	"CNAG_05507"	0	"+"	"EXPO 30"	"Broad"
"263...1928"	14	502586	502716	"CNAG_05507b"	0	"+"	"STAT 30"	"Broad"
"630...1929"	14	542883	543013	"CNAG_05521"	0	"-"	"EXPO 30"	"NA"
"611...1930"	14	542883	543013	"CNAG_05521b"	0	"-"	"STAT 30"	"NA"
"480...1931"	14	542883	543013	"CNAG_05521bc"	0	"-"	"EXPO 37"	"Sharp"
"519...1932"	14	542883	543013	"CNAG_05521bcd"	0	"-"	"STAT 37"	"NA"
"612...1933"	14	544970	545100	"CNAG_05522"	0	"-"	"STAT 30"	"NA"
"520...1934"	14	544970	545100	"CNAG_05522b"	0	"-"	"STAT 37"	"Sharp"
"270...1935"	14	553848	553978	"CNAG_05525"	0	"+"	"EXPO 30"	"Broad"
"264...1936"	14	553848	553978	"CNAG_05525b"	0	"+"	"STAT 30"	"Broad"
"197...1937"	14	553848	553978	"CNAG_05525bc"	0	"+"	"EXPO 37"	"Broad"
"208...1938"	14	553848	553978	"CNAG_05525bcd"	0	"+"	"STAT 37"	"Broad"
"613...1939"	14	578129	578259	"CNAG_05533"	0	"-"	"STAT 30"	"NA"
"631...1940"	14	584404	584534	"CNAG_05535"	0	"-"	"EXPO 30"	"Sharp"
"209...1941"	14	607688	607818	"CNAG_05544"	0	"+"	"STAT 37"	"Broad"
"614...1942"	14	632507	632637	"CNAG_05555"	0	"-"	"STAT 30"	"Sharp"
"481...1943"	14	632507	632637	"CNAG_05555b"	0	"-"	"EXPO 37"	"Sharp"
"521...1944"	14	632507	632637	"CNAG_05555bc"	0	"-"	"STAT 37"	"Broad"
"271...1945"	14	632649	632779	"CNAG_05556"	0	"+"	"EXPO 30"	"Broad"
"265...1946"	14	632649	632779	"CNAG_05556b"	0	"+"	"STAT 30"	"Broad"
"198...1947"	14	632649	632779	"CNAG_05556bc"	0	"+"	"EXPO 37"	"Sharp"
"210...1948"	14	632649	632779	"CNAG_05556bcd"	0	"+"	"STAT 37"	"Sharp"
"632...1949"	14	663518	663648	"CNAG_05568"	0	"-"	"EXPO 30"	"Broad"
"615...1950"	14	663518	663648	"CNAG_05568b"	0	"-"	"STAT 30"	"Broad"
"482...1951"	14	663518	663648	"CNAG_05568bc"	0	"-"	"EXPO 37"	"Broad"
"522...1952"	14	663518	663648	"CNAG_05568bcd"	0	"-"	"STAT 37"	"Broad"
"633...1953"	14	665555	665685	"CNAG_05570"	0	"-"	"EXPO 30"	"Broad"
"523...1954"	14	665562	665692	"CNAG_05570b"	0	"-"	"STAT 37"	"Broad"
"272...1955"	14	665637	665767	"CNAG_05571"	0	"+"	"EXPO 30"	"Broad"
"266...1956"	14	665637	665767	"CNAG_05571b"	0	"+"	"STAT 30"	"Broad"
"211...1957"	14	665637	665767	"CNAG_05571bc"	0	"+"	"STAT 37"	"Broad"
"616...1958"	14	683376	683506	"CNAG_05578"	0	"-"	"STAT 30"	"Broad"
"483...1959"	14	683376	683506	"CNAG_05578b"	0	"-"	"EXPO 37"	"Broad"
"524...1960"	14	683376	683506	"CNAG_05578bc"	0	"-"	"STAT 37"	"Broad"
"267...1961"	14	683496	683626	"CNAG_05579"	0	"+"	"STAT 30"	"Broad"
"199...1962"	14	683496	683626	"CNAG_05579b"	0	"+"	"EXPO 37"	"Broad"
"634...1963"	14	729910	730040	"CNAG_05592"	0	"-"	"EXPO 30"	"Broad"
"617...1964"	14	729910	730040	"CNAG_05592b"	0	"-"	"STAT 30"	"Broad"
"484...1965"	14	729910	730040	"CNAG_05592bc"	0	"-"	"EXPO 37"	"Broad"
"273...1966"	14	735757	735887	"CNAG_05596"	0	"+"	"EXPO 30"	"NA"
"268...1967"	14	735776	735906	"CNAG_05596b"	0	"+"	"STAT 30"	"Broad"
"200...1968"	14	735776	735906	"CNAG_05596bc"	0	"+"	"EXPO 37"	"Broad"
"635...1969"	14	798454	798584	"CNAG_05619"	0	"-"	"EXPO 30"	"NA"
"618...1970"	14	798454	798584	"CNAG_05619b"	0	"-"	"STAT 30"	"NA"
"485...1971"	14	798454	798584	"CNAG_05619bc"	0	"-"	"EXPO 37"	"NA"
"525...1972"	14	798454	798584	"CNAG_05619bcd"	0	"-"	"STAT 37"	"NA"
"526...1973"	14	829668	829798	"CNAG_05631"	0	"-"	"STAT 37"	"NA"
"636...1974"	14	833314	833444	"CNAG_05633"	0	"-"	"EXPO 30"	"NA"
"619...1975"	14	833314	833444	"CNAG_05633b"	0	"-"	"STAT 30"	"Sharp"
"486...1976"	14	833314	833444	"CNAG_05633bc"	0	"-"	"EXPO 37"	"Sharp"
"527...1977"	14	833314	833444	"CNAG_05633bcd"	0	"-"	"STAT 37"	"Sharp"
"274...1978"	14	840711	840841	"CNAG_05637"	0	"+"	"EXPO 30"	"NA"
"201...1979"	14	840707	840837	"CNAG_05637b"	0	"+"	"EXPO 37"	"NA"
"637...1980"	14	843600	843730	"CNAG_05638"	0	"-"	"EXPO 30"	"Broad"
"528...1981"	14	843600	843730	"CNAG_05638b"	0	"-"	"STAT 37"	"Broad"
"638...1982"	14	872304	872434	"CNAG_05647"	0	"-"	"EXPO 30"	"Broad"
"639...1983"	14	880905	881035	"CNAG_05650"	0	"-"	"EXPO 30"	"NA"
"620...1984"	14	880908	881038	"CNAG_05650b"	0	"-"	"STAT 30"	"NA"
"487...1985"	14	880905	881035	"CNAG_05650bc"	0	"-"	"EXPO 37"	"Broad"
"529...1986"	14	880905	881035	"CNAG_05650bcd"	0	"-"	"STAT 37"	"Broad"
"640...1987"	7	596275	596405	"CNAG_05679"	0	"-"	"EXPO 30"	"NA"
"621...1988"	7	596260	596390	"CNAG_05679b"	0	"-"	"STAT 30"	"Broad"
"488...1989"	7	596260	596390	"CNAG_05679bc"	0	"-"	"EXPO 37"	"Broad"
"530...1990"	7	596260	596390	"CNAG_05679bcd"	0	"-"	"STAT 37"	"Broad"
"641...1991"	7	603920	604050	"CNAG_05682"	0	"-"	"EXPO 30"	"NA"
"622...1992"	7	603920	604050	"CNAG_05682b"	0	"-"	"STAT 30"	"NA"
"489...1993"	7	603920	604050	"CNAG_05682bc"	0	"-"	"EXPO 37"	"NA"
"275...1994"	7	605436	605566	"CNAG_05683"	0	"+"	"EXPO 30"	"NA"
"269...1995"	7	605436	605566	"CNAG_05683b"	0	"+"	"STAT 30"	"Sharp"
"202...1996"	7	605436	605566	"CNAG_05683bc"	0	"+"	"EXPO 37"	"Sharp"
"212...1997"	7	605436	605566	"CNAG_05683bcd"	0	"+"	"STAT 37"	"Broad"
"623...1998"	7	625255	625385	"CNAG_05691"	0	"-"	"STAT 30"	"NA"
"490...1999"	7	625255	625385	"CNAG_05691b"	0	"-"	"EXPO 37"	"NA"
"531...2000"	7	625255	625385	"CNAG_05691bc"	0	"-"	"STAT 37"	"Broad"
"642...2001"	7	640305	640435	"CNAG_05696"	0	"-"	"EXPO 30"	"NA"
"624...2002"	7	640305	640435	"CNAG_05696b"	0	"-"	"STAT 30"	"Broad"
"491...2003"	7	640305	640435	"CNAG_05696bc"	0	"-"	"EXPO 37"	"Broad"
"643...2004"	7	646575	646705	"CNAG_05698"	0	"-"	"EXPO 30"	"NA"
"625...2005"	7	646575	646705	"CNAG_05698b"	0	"-"	"STAT 30"	"Sharp"
"276...2006"	7	652442	652572	"CNAG_05701"	0	"+"	"EXPO 30"	"Sharp"
"270...2007"	7	652447	652577	"CNAG_05701b"	0	"+"	"STAT 30"	"Sharp"
"203...2008"	7	652447	652577	"CNAG_05701bc"	0	"+"	"EXPO 37"	"Sharp"
"213...2009"	7	652447	652577	"CNAG_05701bcd"	0	"+"	"STAT 37"	"Sharp"
"626...2010"	7	670268	670398	"CNAG_05708"	0	"-"	"STAT 30"	"Broad"
"644...2011"	7	672645	672775	"CNAG_05711"	0	"-"	"EXPO 30"	"Broad"
"645...2012"	7	680905	681035	"CNAG_05714"	0	"-"	"EXPO 30"	"Broad"
"277...2013"	7	691573	691703	"CNAG_05720"	0	"+"	"EXPO 30"	"Broad"
"271...2014"	7	691567	691697	"CNAG_05720b"	0	"+"	"STAT 30"	"Broad"
"204...2015"	7	691573	691703	"CNAG_05720bc"	0	"+"	"EXPO 37"	"Broad"
"214...2016"	7	691573	691703	"CNAG_05720bcd"	0	"+"	"STAT 37"	"Broad"
"492...2017"	7	703342	703472	"CNAG_05723"	0	"-"	"EXPO 37"	"Broad"
"532...2018"	7	703342	703472	"CNAG_05723b"	0	"-"	"STAT 37"	"Broad"
"646...2019"	7	769595	769725	"CNAG_05750"	0	"-"	"EXPO 30"	"Broad"
"647...2020"	7	783284	783414	"CNAG_05755"	0	"-"	"EXPO 30"	"Broad"
"627...2021"	7	783267	783397	"CNAG_05755b"	0	"-"	"STAT 30"	"Broad"
"533...2022"	7	783284	783414	"CNAG_05755bc"	0	"-"	"STAT 37"	"Broad"
"278...2023"	7	783394	783524	"CNAG_05756"	0	"+"	"EXPO 30"	"NA"
"272...2024"	7	783394	783524	"CNAG_05756b"	0	"+"	"STAT 30"	"Broad"
"215...2025"	7	783394	783524	"CNAG_05756bc"	0	"+"	"STAT 37"	"Broad"
"648...2026"	7	796679	796809	"CNAG_05759"	0	"-"	"EXPO 30"	"Broad"
"649...2027"	7	804208	804338	"CNAG_05762"	0	"-"	"EXPO 30"	"Broad"
"628...2028"	7	804203	804333	"CNAG_05762b"	0	"-"	"STAT 30"	"Broad"
"493...2029"	7	804208	804338	"CNAG_05762bc"	0	"-"	"EXPO 37"	"Broad"
"534...2030"	7	804208	804338	"CNAG_05762bcd"	0	"-"	"STAT 37"	"Broad"
"535...2031"	7	841565	841695	"CNAG_05774"	0	"-"	"STAT 37"	"NA"
"650...2032"	7	855142	855272	"CNAG_05782"	0	"-"	"EXPO 30"	"Sharp"
"216...2033"	7	855223	855353	"CNAG_05783"	0	"+"	"STAT 37"	"Sharp"
"651...2034"	7	889487	889617	"CNAG_05793"	0	"-"	"EXPO 30"	"Broad"
"629...2035"	7	889493	889623	"CNAG_05793b"	0	"-"	"STAT 30"	"Broad"
"494...2036"	7	889483	889613	"CNAG_05793bc"	0	"-"	"EXPO 37"	"Broad"
"536...2037"	7	889487	889617	"CNAG_05793bcd"	0	"-"	"STAT 37"	"Broad"
"652...2038"	7	906901	907031	"CNAG_05797"	0	"-"	"EXPO 30"	"NA"
"630...2039"	7	906901	907031	"CNAG_05797b"	0	"-"	"STAT 30"	"NA"
"495...2040"	7	906901	907031	"CNAG_05797bc"	0	"-"	"EXPO 37"	"NA"
"537...2041"	7	906901	907031	"CNAG_05797bcd"	0	"-"	"STAT 37"	"NA"
"279...2042"	7	911602	911732	"CNAG_05800"	0	"+"	"EXPO 30"	"Broad"
"273...2043"	7	911602	911732	"CNAG_05800b"	0	"+"	"STAT 30"	"Broad"
"205...2044"	7	911602	911732	"CNAG_05800bc"	0	"+"	"EXPO 37"	"Broad"
"217...2045"	7	911602	911732	"CNAG_05800bcd"	0	"+"	"STAT 37"	"Broad"
"218...2046"	7	925567	925697	"CNAG_05805"	0	"+"	"STAT 37"	"Broad"
"653...2047"	7	930674	930804	"CNAG_05808"	0	"-"	"EXPO 30"	"NA"
"274...2048"	7	930881	931011	"CNAG_05809"	0	"+"	"STAT 30"	"Broad"
"654...2049"	7	943021	943151	"CNAG_05814"	0	"-"	"EXPO 30"	"Broad"
"496...2050"	7	943021	943151	"CNAG_05814b"	0	"-"	"EXPO 37"	"Broad"
"631...2051"	7	958646	958776	"CNAG_05818"	0	"-"	"STAT 30"	"Broad"
"655...2052"	7	966033	966163	"CNAG_05822"	0	"-"	"EXPO 30"	"Broad"
"632...2053"	7	966033	966163	"CNAG_05822b"	0	"-"	"STAT 30"	"Broad"
"656...2054"	7	975330	975460	"CNAG_05826"	0	"-"	"EXPO 30"	"Broad"
"657...2055"	7	1013071	1013201	"CNAG_05839"	0	"-"	"EXPO 30"	"Broad"
"633...2056"	7	1013071	1013201	"CNAG_05839b"	0	"-"	"STAT 30"	"Broad"
"497...2057"	7	1013071	1013201	"CNAG_05839bc"	0	"-"	"EXPO 37"	"Broad"
"538...2058"	7	1013071	1013201	"CNAG_05839bcd"	0	"-"	"STAT 37"	"Broad"
"280...2059"	7	1023359	1023489	"CNAG_05845"	0	"+"	"EXPO 30"	"Broad"
"275...2060"	7	1023371	1023501	"CNAG_05845b"	0	"+"	"STAT 30"	"Broad"
"206...2061"	7	1023359	1023489	"CNAG_05845bc"	0	"+"	"EXPO 37"	"Broad"
"219...2062"	7	1023359	1023489	"CNAG_05845bcd"	0	"+"	"STAT 37"	"Broad"
"276...2063"	7	1029270	1029400	"CNAG_05847"	0	"+"	"STAT 30"	"Broad"
"658...2064"	7	1033547	1033677	"CNAG_05848"	0	"-"	"EXPO 30"	"Broad"
"634...2065"	7	1033547	1033677	"CNAG_05848b"	0	"-"	"STAT 30"	"Broad"
"498...2066"	7	1033547	1033677	"CNAG_05848bc"	0	"-"	"EXPO 37"	"Broad"
"539...2067"	7	1033547	1033677	"CNAG_05848bcd"	0	"-"	"STAT 37"	"Broad"
"659...2068"	7	1044591	1044721	"CNAG_05853"	0	"-"	"EXPO 30"	"NA"
"635...2069"	7	1044591	1044721	"CNAG_05853b"	0	"-"	"STAT 30"	"Sharp"
"660...2070"	7	1074931	1075061	"CNAG_05865"	0	"-"	"EXPO 30"	"Broad"
"636...2071"	7	1074927	1075057	"CNAG_05865b"	0	"-"	"STAT 30"	"Broad"
"499...2072"	7	1074931	1075061	"CNAG_05865bc"	0	"-"	"EXPO 37"	"Broad"
"540...2073"	7	1074931	1075061	"CNAG_05865bcd"	0	"-"	"STAT 37"	"Broad"
"661...2074"	7	1087839	1087969	"CNAG_05871"	0	"-"	"EXPO 30"	"Broad"
"662...2075"	7	1090503	1090633	"CNAG_05872"	0	"-"	"EXPO 30"	"Sharp"
"637...2076"	7	1090509	1090639	"CNAG_05872b"	0	"-"	"STAT 30"	"Sharp"
"500...2077"	7	1090509	1090639	"CNAG_05872bc"	0	"-"	"EXPO 37"	"Sharp"
"541...2078"	7	1090503	1090633	"CNAG_05872bcd"	0	"-"	"STAT 37"	"Sharp"
"281...2079"	7	1093014	1093144	"CNAG_05874"	0	"+"	"EXPO 30"	"Sharp"
"277...2080"	7	1093014	1093144	"CNAG_05874b"	0	"+"	"STAT 30"	"Sharp"
"207...2081"	7	1093014	1093144	"CNAG_05874bc"	0	"+"	"EXPO 37"	"Sharp"
"220...2082"	7	1093014	1093144	"CNAG_05874bcd"	0	"+"	"STAT 37"	"Sharp"
"663...2083"	7	1119838	1119968	"CNAG_05886"	0	"-"	"EXPO 30"	"NA"
"501...2084"	7	1119838	1119968	"CNAG_05886b"	0	"-"	"EXPO 37"	"NA"
"664...2085"	7	1122277	1122407	"CNAG_05888"	0	"-"	"EXPO 30"	"NA"
"638...2086"	7	1122228	1122358	"CNAG_05888b"	0	"-"	"STAT 30"	"NA"
"502...2087"	7	1122277	1122407	"CNAG_05888bc"	0	"-"	"EXPO 37"	"Broad"
"639...2088"	7	1129211	1129341	"CNAG_05891"	0	"-"	"STAT 30"	"Broad"
"542...2089"	7	1129211	1129341	"CNAG_05891b"	0	"-"	"STAT 37"	"Broad"
"665...2090"	7	1130816	1130946	"CNAG_05892"	0	"-"	"EXPO 30"	"Broad"
"282...2091"	7	1131018	1131148	"CNAG_05893"	0	"+"	"EXPO 30"	"NA"
